,bundle_set,quantity,sub_cat_3_name_en,sku_ready_required_days,packing_box_type,weight,height,length,width,manufacturer_country_en,is_weekend,any_promotion,total_price_range
1772,0,2,Frozen Fish,0,FROZEN,170.0,100,100,100.0,INDONESIA,weekday,1,101-200
1774,0,1,Frozen Fish,0,FROZEN,400.0,100,100,100.0,UNITED STATES OF AMERICA,weekday,1,51-100
1775,0,1,Frozen Fish,0,FROZEN,360.0,100,100,100.0,GREENLAND,weekday,1,< 50
1777,0,1,Frozen Fish,0,FROZEN,125.0,150,200,200.0,JAPAN,weekday,1,< 50
1778,0,1,Frozen Fish,0,FROZEN,500.0,100,200,200.0,VIET NAM,weekday,0,< 50
1780,0,1,Frozen Fish,0,FROZEN,300.0,200,150,80.0,HONG KONG,weekday,0,< 50
1787,0,1,Frozen Fish,0,FROZEN,500.0,50,300,300.0,CHINA,weekday,1,101-200
1788,0,2,Frozen Fish,0,FROZEN,500.0,200,280,20.0,CHINA,weekday,1,201-300
1790,0,1,Frozen Fish,0,FROZEN,500.0,300,150,30.0,NORWAY,weekday,1,< 50
1794,0,1,Frozen Fish,0,FROZEN,100.0,280,200,20.0,CHINA,weekday,1,< 50
1797,0,1,Frozen Fish,0,FROZEN,500.0,150,150,60.0,NORWAY,weekday,1,101-200
1798,0,1,Frozen Fish,0,FROZEN,400.0,150,150,100.0,SWEDEN,weekday,0,51-100
1799,0,1,Frozen Fish,0,FROZEN,500.0,350,220,20.0,NORWAY,weekday,1,101-200
1801,0,1,Frozen Fish,0,FROZEN,500.0,100,55,60.0,NORWAY,weekday,1,< 50
1802,0,1,Frozen Fish,0,FROZEN,400.0,220,350,30.0,JAPAN,weekday,1,101-200
1805,0,1,Frozen Fish,0,FROZEN,400.0,190,150,55.0,CANADA,weekday,1,101-200
1813,0,1,Frozen Fish,0,FROZEN,500.0,130,75,20.0,NORWAY,weekday,1,101-200
1855,0,1,Frozen Fish,0,FROZEN,454.0,100,100,100.0,CHINA,weekday,1,< 50
1856,0,1,Frozen Fish,0,FROZEN,170.0,235,75,10.0,CANADA,weekday,1,< 50
1857,0,4,Frozen Fish,0,FROZEN,200.0,50,250,200.0,CHINA,weekday,0,101-200
1858,0,1,Frozen Fish,0,FROZEN,450.0,300,250,50.0,VIET NAM,weekday,0,< 50
1860,0,1,Frozen Fish,0,FROZEN,1000.0,400,270,60.0,MALAYSIA,weekday,0,51-100
1861,0,1,Frozen Fish,0,FROZEN,290.0,180,140,35.0,MALAYSIA,weekday,0,51-100
1863,0,1,Frozen Fish,0,FROZEN,125.0,240,100,25.0,CHINA,weekday,1,< 50
1869,0,1,Frozen Fish,0,FROZEN,300.0,195,175,30.0,MALAYSIA,weekday,0,< 50
1877,0,1,Frozen Fish,0,FROZEN,700.0,150,150,50.0,GREECE,weekday,0,51-100
1878,0,1,Frozen Fish,0,FROZEN,140.0,100,100,40.0,NEW ZEALAND,weekday,1,< 50
1881,0,1,Frozen Fish,0,FROZEN,700.0,150,150,50.0,GREECE,weekday,1,51-100
1884,0,1,Frozen Fish,0,FROZEN,400.0,150,100,50.0,NORWAY,weekday,1,51-100
1885,0,1,Frozen Fish,0,FROZEN,460.0,300,180,1.0,HONG KONG,weekday,1,< 50
1889,0,1,Frozen Fish,0,FROZEN,350.0,260,180,20.0,CHINA,weekday,0,< 50
1892,0,1,Frozen Fish,0,FROZEN,460.0,300,180,1.0,HONG KONG,weekday,1,< 50
1933,0,2,Frozen Fish,0,FROZEN,150.0,100,70,10.0,TAIWAN,weekday,0,101-200
1934,0,1,Frozen Fish,0,FROZEN,330.0,300,200,50.0,AUSTRALIA,weekday,1,51-100
1935,0,1,Frozen Fish,0,FROZEN,300.0,300,200,40.0,CHINA,weekday,1,< 50
1936,0,1,Frozen Fish,0,FROZEN,500.0,300,150,50.0,TAIWAN,weekday,1,51-100
1937,0,1,Frozen Fish,0,FROZEN,450.0,100,70,50.0,TAIWAN,weekday,1,101-200
1940,0,1,Frozen Fish,0,FROZEN,350.0,200,200,30.0,CHINA,weekday,0,< 50
1944,0,1,Frozen Fish,0,FROZEN,400.0,200,60,20.0,TAIWAN,weekday,0,51-100
1946,0,1,Frozen Fish,0,FROZEN,280.0,120,50,30.0,TAIWAN,weekday,1,< 50
1949,0,2,Frozen Fish,0,FROZEN,250.0,300,200,30.0,JAPAN,weekday,0,101-200
1950,0,2,Frozen Fish,0,FROZEN,230.0,150,50,20.0,CHINA,weekday,0,< 50
1952,0,1,Frozen Fish,0,FROZEN,350.0,150,120,30.0,CHINA,weekday,0,< 50
1953,0,1,Frozen Fish,0,FROZEN,390.0,300,100,40.0,AUSTRALIA,weekday,1,51-100
1958,0,2,Frozen Fish,0,FROZEN,300.0,200,60,20.0,TAIWAN,weekday,1,101-200
1960,0,1,Frozen Fish,0,FROZEN,250.0,150,300,50.0,AUSTRALIA,weekday,1,< 50
1964,0,1,Frozen Fish,0,FROZEN,300.0,150,120,20.0,CHINA,weekday,1,< 50
1968,0,1,Frozen Fish,0,FROZEN,300.0,150,100,20.0,TAIWAN,weekday,0,< 50
1969,0,1,Frozen Fish,0,FROZEN,360.0,300,200,50.0,CHINA,weekday,0,< 50
1971,0,2,Frozen Fish,0,FROZEN,330.0,100,180,50.0,CHINA,weekday,0,51-100
1972,0,1,Frozen Fish,0,FROZEN,500.0,180,120,40.0,NORWAY,weekday,0,< 50
1977,0,1,Frozen Fish,0,FROZEN,500.0,150,140,30.0,CHINA,weekday,0,< 50
1978,0,1,Frozen Fish,0,FROZEN,400.0,150,120,20.0,CHINA,weekday,0,< 50
1981,0,1,Frozen Fish,0,FROZEN,502.0,37,265,197.0,NEW ZEALAND,weekday,0,< 50
2168,0,1,Frozen Fish,0,FROZEN,300.0,250,300,200.0,JAPAN,weekday,1,< 50
2178,0,1,Frozen Fish,0,FROZEN,250.0,100,100,50.0,JAPAN,weekday,0,< 50
2181,0,1,Frozen Fish,0,FROZEN,130.0,100,100,50.0,JAPAN,weekday,0,< 50
2182,0,1,Frozen Fish,0,FROZEN,600.0,280,210,35.0,VIET NAM,weekday,0,< 50
2183,0,1,Frozen Fish,0,FROZEN,110.0,220,130,50.0,CHINA,weekday,1,< 50
2184,0,1,Frozen Fish,0,FROZEN,340.0,190,200,30.0,CHINA,weekday,1,< 50
2185,0,2,Frozen Fish,0,FROZEN,400.0,200,140,40.0,NEW ZEALAND,weekday,0,101-200
2186,0,1,Frozen Fish,0,FROZEN,400.0,20,320,230.0,NORWAY,weekday,1,< 50
2187,0,1,Frozen Fish,0,FROZEN,375.0,150,150,50.0,NORWAY,weekday,1,< 50
2189,0,1,Frozen Fish,0,FROZEN,170.0,170,220,20.0,CANADA,weekday,0,< 50
2190,0,1,Frozen Fish,0,FROZEN,300.0,160,240,20.0,NORWAY,weekday,0,< 50
2193,0,1,Frozen Fish,0,FROZEN,400.0,25,250,180.0,GREENLAND,weekday,0,< 50
2195,0,1,Frozen Fish,0,FROZEN,635.0,300,300,30.0,CHINA,weekday,1,51-100
2199,0,1,Frozen Fish,0,FROZEN,500.0,100,100,20.0,NORWAY,weekday,1,51-100
2201,0,1,Frozen Fish,0,FROZEN,280.0,290,220,20.0,VIET NAM,weekday,0,< 50
2203,0,1,Frozen Fish,0,FROZEN,200.0,320,220,320.0,CHINA,weekday,0,< 50
2205,0,1,Frozen Fish,0,FROZEN,750.0,45,270,190.0,CHINA,weekday,1,51-100
2207,0,1,Frozen Fish,0,FROZEN,500.0,200,140,30.0,NORWAY,weekday,1,< 50
2211,0,1,Frozen Fish,0,FROZEN,300.0,260,170,10.0,NORWAY,weekday,0,< 50
2219,0,1,Frozen Fish,0,FROZEN,270.0,250,200,20.0,THAILAND,weekday,1,< 50
2227,0,1,Frozen Fish,0,FROZEN,405.0,45,290,260.0,CHINA,weekday,1,< 50
2232,0,1,Frozen Fish,0,FROZEN,300.0,190,150,30.0,MALAYSIA,weekday,1,< 50
2237,0,2,Frozen Fish,0,FROZEN,450.0,50,100,100.0,CHINA,weekday,0,51-100
2249,0,1,Frozen Fish,0,FROZEN,500.0,190,270,50.0,JAPAN,weekday,0,101-200
2257,0,1,Frozen Fish,0,FROZEN,300.0,250,200,20.0,CHINA,weekday,1,< 50
2283,0,1,Frozen Fish,0,FROZEN,454.0,270,260,60.0,NORWAY,weekday,1,51-100
2284,0,5,Frozen Fish,0,FROZEN,681.0,200,150,60.0,VIET NAM,weekday,1,201-300
2285,0,1,Frozen Fish,0,FROZEN,300.0,150,250,30.0,CHINA,weekday,1,101-200
2286,0,1,Frozen Fish,0,FROZEN,440.0,200,265,30.0,NEW ZEALAND,weekday,0,< 50
2287,0,1,Frozen Fish,0,FROZEN,454.0,180,150,40.0,CANADA,weekday,1,< 50
2311,0,1,Frozen Fish,0,FROZEN,508.0,34,189,263.0,NORWAY,weekday,1,51-100
2322,0,1,Frozen Fish,0,FROZEN,138.0,320,220,10.0,HONG KONG,weekday,0,< 50
2323,0,1,Frozen Fish,0,FROZEN,502.0,35,190,243.0,NORWAY,weekday,1,51-100
2327,0,2,Frozen Fish,0,FROZEN,406.0,62,105,191.0,NORWAY,weekday,1,101-200
2328,0,2,Frozen Fish,0,FROZEN,264.0,220,200,30.0,NORWAY,weekday,1,51-100
2331,0,1,Frozen Fish,0,FROZEN,370.0,350,220,35.0,CHILE,weekday,0,FREE
2332,0,2,Frozen Fish,0,FROZEN,520.0,230,230,60.0,NORWAY,weekday,0,101-200
2337,0,1,Frozen Fish,0,FROZEN,372.0,29,194,146.0,MALAYSIA,weekday,0,< 50
2352,0,1,Frozen Fish,0,FROZEN,310.0,27,235,271.0,HONG KONG,weekday,1,51-100
2353,0,1,Frozen Fish,0,FROZEN,325.0,290,190,30.0,"CANADA, USA, NORWAY, GREENLAND, RUSSIA(PROCESSED ORIGIN: CHINA)",weekday,1,< 50
2366,0,1,Frozen Fish,0,FROZEN,320.0,350,220,35.0,ICELAND,weekday,0,< 50
2375,0,1,Frozen Fish,0,FROZEN,130.0,37,233,138.0,NORWAY,weekday,1,< 50
2404,0,2,Frozen Fish,0,FROZEN,370.0,250,150,25.0,CHINA,weekday,1,51-100
2406,0,3,Frozen Fish,0,FROZEN,474.0,350,220,35.0,ICELAND,weekday,1,101-200
2408,0,2,Frozen Fish,0,FROZEN,270.0,350,220,35.0,CHINA,weekday,0,51-100
2430,0,1,Frozen Fish,0,FROZEN,284.0,31,188,180.0,INDONESIA,weekday,0,< 50
2452,0,2,Frozen Fish,0,FROZEN,480.0,290,190,20.0,HONG KONG,weekday,0,101-200
2453,1,2,Frozen Fish,0,FROZEN,420.0,250,200,25.0,CHILE,weekday,1,51-100
2496,1,2,Frozen Fish,0,FROZEN,320.0,120,180,30.0,CHINA,weekday,1,< 50
2509,0,1,Frozen Fish,0,FROZEN,774.0,63,227,247.0,NEW ZEALAND,weekday,1,51-100
2511,0,1,Frozen Fish,0,FROZEN,140.0,310,220,10.0,HONG KONG,weekday,1,< 50
2538,0,3,Frozen Fish,0,FROZEN,247.0,160,160,40.0,CHINA,weekday,1,51-100
2635,0,1,Frozen Fish,0,FROZEN,380.0,180,140,35.0,MALAYSIA,weekday,0,< 50
2901,0,1,Frozen Fish,0,FROZEN,220.0,390,190,30.0,CHINA,weekday,1,< 50
3051,0,1,Frozen Fish,0,FROZEN,570.0,290,190,25.0,HONG KONG,weekday,0,< 50
3174,0,1,Frozen Fish,0,FROZEN,385.0,20,310,90.0,CHINA,weekday,1,51-100
4108,0,1,Frozen Fish,0,FROZEN,250.0,300,300,50.0,AUSTRALIA,weekday,1,201-300
4109,0,1,Frozen Fish,0,FROZEN,454.0,300,200,50.0,CHILE,weekday,1,51-100
4110,0,1,Frozen Fish,0,FROZEN,300.0,180,150,50.0,BRAZIL,weekday,1,< 50
4111,0,1,Frozen Fish,0,FROZEN,500.0,60,120,50.0,CHINA,weekday,1,< 50
4112,0,1,Frozen Fish,0,FROZEN,240.0,100,180,30.0,CHINA,weekday,0,< 50
4113,0,1,Frozen Fish,0,FROZEN,400.0,260,200,40.0,GREENLAND,weekday,1,< 50
4114,0,1,Frozen Fish,0,FROZEN,200.0,180,80,30.0,CHINA,weekday,1,< 50
4115,0,3,Frozen Fish,0,FROZEN,200.0,140,90,30.0,NORWAY,weekday,1,51-100
4117,0,1,Frozen Fish,0,FROZEN,340.0,100,60,20.0,FRANCE,weekday,1,101-200
4124,0,1,Frozen Fish,0,FROZEN,400.0,260,200,40.0,CHINA,weekday,1,< 50
4125,0,2,Frozen Fish,0,FROZEN,400.0,200,100,40.0,NEW ZEALAND,weekday,1,101-200
4136,0,1,Frozen Fish,0,FROZEN,450.0,300,110,50.0,CHINA,weekday,1,< 50
4137,0,1,Frozen Fish,0,FROZEN,300.0,260,220,40.0,BRAZIL,weekday,1,< 50
4138,0,1,Frozen Fish,0,FROZEN,940.0,400,300,120.0,CHILE,weekday,1,< 50
4142,0,2,Frozen Shrimp and Crab,0,FROZEN,200.0,290,150,30.0,OTHERS,weekday,1,< 50
4143,0,2,Frozen Shrimp and Crab,0,FROZEN,140.0,250,170,10.0,CHINA,weekday,1,101-200
4146,0,1,Frozen Shrimp and Crab,0,FROZEN,95.0,250,170,10.0,CHINA,weekday,0,< 50
4150,0,1,Frozen Shrimp and Crab,0,FROZEN,400.0,140,230,30.0,VIET NAM,weekday,0,51-100
4151,0,1,Frozen Shrimp and Crab,0,FROZEN,400.0,35,290,170.0,CANADA,weekday,0,51-100
4153,0,1,Frozen Shrimp and Crab,0,FROZEN,200.0,200,150,40.0,INDONESIA,weekday,1,< 50
4156,0,1,Frozen Shrimp and Crab,0,FROZEN,227.0,140,120,120.0,THAILAND,weekday,1,51-100
4157,0,1,Frozen Shrimp and Crab,0,FROZEN,420.0,240,130,70.0,KOREA,weekday,1,101-200
4160,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,230,160,80.0,MYANMAR,weekday,0,101-200
4161,0,3,Frozen Shrimp and Crab,0,FROZEN,270.0,260,200,50.0,SOUTH AFRICA,weekday,1,501-600
4166,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,60,90,90.0,KOREA,weekday,0,101-200
4169,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,200,250,180.0,THAILAND,weekday,1,< 50
4170,0,1,Frozen Shrimp and Crab,0,FROZEN,1200.0,200,180,200.0,KOREA,weekday,1,201-300
4171,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,200,250,180.0,KOREA,weekday,0,101-200
4174,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,100,250,80.0,CANADA,weekday,1,101-200
4175,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,20,160,270.0,CHINA,weekday,1,201-300
4182,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,120,100,100.0,KOREA,weekday,1,< 50
4183,0,2,Frozen Shrimp and Crab,0,FROZEN,454.0,270,180,50.0,THAILAND,weekday,0,201-300
4184,0,1,Frozen Shrimp and Crab,0,FROZEN,200.0,200,150,35.0,THAILAND,weekday,1,< 50
4187,0,1,Frozen Shrimp and Crab,0,FROZEN,454.0,270,180,50.0,THAILAND,weekday,0,101-200
4188,0,1,Frozen Shrimp and Crab,0,FROZEN,240.0,50,150,200.0,THAILAND,weekday,1,< 50
4190,0,2,Frozen Shrimp and Crab,0,FROZEN,210.0,240,170,50.0,VIET NAM,weekday,1,101-200
4192,0,3,Frozen Shrimp and Crab,0,FROZEN,250.0,100,100,100.0,VIET NAM,weekday,1,101-200
4194,0,1,Frozen Shrimp and Crab,0,FROZEN,340.0,100,100,100.0,VIET NAM,weekday,1,< 50
4206,0,1,Frozen Shrimp and Crab,0,FROZEN,400.0,100,100,100.0,CHINA,weekday,1,< 50
4216,0,1,Frozen Shrimp and Crab,0,FROZEN,400.0,100,100,100.0,THAILAND,weekday,1,101-200
4227,0,2,Frozen Shrimp and Crab,0,FROZEN,120.0,270,165,20.0,VIET NAM,weekday,1,< 50
4232,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,300,150,50.0,VIET NAM,weekday,0,< 50
4235,0,1,Frozen Shrimp and Crab,0,FROZEN,750.0,300,150,50.0,CHINA,weekday,0,51-100
4236,0,1,Frozen Shrimp and Crab,0,FROZEN,350.0,340,150,30.0,VIET NAM,weekday,1,< 50
4252,0,1,Frozen Shrimp and Crab,0,FROZEN,200.0,150,50,30.0,CANADA,weekday,1,< 50
4258,0,1,Frozen Shrimp and Crab,0,FROZEN,200.0,250,150,30.0,THAILAND,weekday,0,< 50
4269,0,2,Frozen Shrimp and Crab,0,FROZEN,250.0,310,140,25.0,VIET NAM,weekday,1,< 50
4270,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,270,170,45.0,OTHERS,weekday,1,201-300
4271,0,1,Frozen Shrimp and Crab,0,FROZEN,180.0,200,150,25.0,VIET NAM,weekday,1,< 50
4272,0,2,Frozen Shrimp and Crab,0,FROZEN,1000.0,270,170,45.0,VIET NAM,weekday,1,201-300
4273,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,50,200,200.0,VIET NAM,weekday,0,51-100
4274,0,1,Frozen Shrimp and Crab,0,FROZEN,90.0,44,150,65.0,JAPAN,weekday,1,< 50
4275,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,44,150,65.0,JAPAN,weekday,1,51-100
4276,0,1,Frozen Shrimp and Crab,0,FROZEN,170.0,185,130,50.0,INDONESIA,weekday,0,< 50
4280,0,2,Frozen Shrimp and Crab,0,FROZEN,524.0,37,149,229.0,VIETNAM,weekday,0,101-200
4285,0,1,Frozen Shrimp and Crab,0,FROZEN,164.0,32,204,217.0,VIETNAM,weekday,0,< 50
4286,0,1,Frozen Shrimp and Crab,0,CHILL,102.0,22,177,218.0,JAPAN,weekday,0,< 50
4299,0,1,Frozen Shrimp and Crab,0,FROZEN,400.0,200,150,20.0,VIETNAM,weekday,1,< 50
4300,0,1,Frozen Shrimp and Crab,0,FROZEN,472.0,66,230,231.0,THAILAND,weekday,0,< 50
4321,0,1,Frozen Shrimp and Crab,0,FROZEN,270.0,190,280,30.0,JAPAN,weekday,1,101-200
4339,0,1,Frozen Shrimp and Crab,0,FROZEN,406.0,29,228,296.0,VIETNAM,weekday,1,51-100
4366,0,1,Frozen Shrimp and Crab,0,FROZEN,150.0,200,150,40.0,THAILAND,weekday,0,< 50
4367,0,1,Frozen Shrimp and Crab,0,FROZEN,454.0,250,130,50.0,VIET NAM,weekday,1,< 50
4368,0,3,Frozen Shrimp and Crab,0,FROZEN,250.0,230,160,50.0,VIET NAM,weekday,1,51-100
4375,0,2,Frozen Shrimp and Crab,0,FROZEN,90.0,22,150,130.0,JAPAN,weekday,1,< 50
4376,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,22,150,130.0,JAPAN,weekday,0,< 50
4402,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,250,200,30.0,KOREA,weekday,1,< 50
4403,0,1,Frozen Shrimp and Crab,0,FROZEN,450.0,150,250,100.0,KOREA,weekday,1,101-200
4407,0,1,Frozen Shrimp and Crab,0,FROZEN,550.0,150,250,100.0,KOREA,weekday,0,101-200
4416,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,130,70,50.0,JAPAN,weekday,0,< 50
4417,0,2,Frozen Shrimp and Crab,0,FROZEN,250.0,100,70,20.0,MALAYSIA,weekday,1,51-100
4418,0,2,Frozen Shrimp and Crab,0,FROZEN,160.0,50,100,10.0,VIET NAM,weekday,0,< 50
4421,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,150,60,40.0,INDIA,weekday,1,< 50
4426,0,2,Frozen Shrimp and Crab,0,FROZEN,200.0,100,250,20.0,VIET NAM,weekday,1,< 50
4429,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,150,60,40.0,INDIA,weekday,1,< 50
4436,0,1,Frozen Shrimp and Crab,0,FROZEN,400.0,100,100,100.0,SPAIN,weekday,1,701-800
4437,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,360,200,50.0,THAILAND,weekday,1,< 50
4438,0,1,Frozen Shrimp and Crab,0,FROZEN,170.0,300,30,150.0,VIET NAM,weekday,0,< 50
4439,0,1,Frozen Shrimp and Crab,0,FROZEN,170.0,200,145,20.0,ICELAND,weekday,1,< 50
4440,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,270,170,30.0,THAILAND,weekday,1,< 50
4442,0,1,Frozen Shrimp and Crab,0,FROZEN,100.0,220,150,10.0,THAILAND,weekday,1,< 50
4450,0,1,Frozen Shrimp and Crab,0,FROZEN,100.0,260,180,20.0,VIET NAM,weekday,0,< 50
4453,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,300,80,20.0,JAPAN,weekday,0,101-200
4455,0,1,Frozen Shrimp and Crab,0,FROZEN,200.0,200,150,40.0,MALAYSIA,weekday,0,< 50
4459,0,1,Frozen Shrimp and Crab,0,FROZEN,227.0,90,80,90.0,INDIA,weekday,0,101-200
4460,0,1,Frozen Shrimp and Crab,0,FROZEN,130.0,250,150,25.0,VIET NAM,weekday,1,< 50
4461,0,2,Frozen Shrimp and Crab,0,FROZEN,453.0,140,240,50.0,MALAYSIA,weekday,1,201-300
4462,0,1,Frozen Shrimp and Crab,0,FROZEN,280.0,150,100,80.0,AUSTRALIA,weekday,1,51-100
4464,0,1,Frozen Shrimp and Crab,0,FROZEN,400.0,100,150,70.0,KOREA,weekday,1,51-100
4465,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,180,100,80.0,MYANMAR,weekday,1,101-200
4468,0,1,Frozen Shrimp and Crab,0,FROZEN,320.0,180,100,80.0,VIET NAM,weekday,1,51-100
4469,0,1,Frozen Shrimp and Crab,0,FROZEN,200.0,150,200,60.0,VIET NAM,weekday,1,< 50
4470,0,1,Frozen Shrimp and Crab,0,FROZEN,280.0,180,100,80.0,AUSTRALIA,weekday,1,51-100
4471,0,1,Frozen Shrimp and Crab,0,FROZEN,170.0,200,100,70.0,INDONESIA,weekday,1,< 50
4473,0,1,Frozen Shrimp and Crab,0,FROZEN,170.0,200,100,70.0,INDONESIA,weekday,1,< 50
4474,0,1,Frozen Shrimp and Crab,0,FROZEN,170.0,200,100,70.0,INDONESIA,weekday,1,< 50
4475,0,1,Frozen Shrimp and Crab,0,FROZEN,200.0,200,200,20.0,HONG KONG,weekday,0,< 50
4477,0,2,Frozen Shrimp and Crab,0,FROZEN,850.0,45,270,205.0,CHINA,weekday,0,101-200
4478,0,1,Frozen Shrimp and Crab,0,FROZEN,850.0,45,270,205.0,CHINA,weekday,1,51-100
4481,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,290,165,45.0,VIET NAM,weekday,1,51-100
4482,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,180,150,50.0,SRI LANKA,weekday,1,101-200
4484,0,1,Frozen Shrimp and Crab,0,FROZEN,454.0,200,200,50.0,VIET NAM,weekday,1,101-200
4485,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,290,170,50.0,SRI LANKA,weekday,1,101-200
4487,0,2,Frozen Shrimp and Crab,0,FROZEN,500.0,280,150,50.0,VIET NAM,weekday,0,201-300
4489,0,2,Frozen Shrimp and Crab,0,FROZEN,100.0,200,150,50.0,JAPAN,weekday,0,101-200
4490,0,3,Frozen Shrimp and Crab,0,FROZEN,500.0,45,290,165.0,VIET NAM,weekday,0,201-300
4495,0,1,Frozen Shrimp and Crab,0,FROZEN,280.0,300,350,200.0,VIET NAM,weekday,1,< 50
4503,0,1,Frozen Shrimp and Crab,0,FROZEN,1200.0,160,140,140.0,KOREA,weekday,0,101-200
4504,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,30,260,120.0,JAPAN,weekday,1,< 50
4506,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,35,245,155.0,JAPAN,weekday,1,< 50
4507,0,1,Frozen Shrimp and Crab,0,FROZEN,454.0,25,210,140.0,UNITED STATES OF AMERICA,weekday,0,101-200
4508,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,55,225,170.0,JAPAN,weekday,0,101-200
4509,0,1,Frozen Shrimp and Crab,0,FROZEN,270.0,20,230,200.0,THAILAND,weekday,1,< 50
4513,0,2,Frozen Shrimp and Crab,0,FROZEN,90.0,100,100,100.0,CANADA,weekday,1,101-200
4515,0,1,Frozen Shrimp and Crab,0,FROZEN,400.0,200,150,100.0,CANADA,weekday,1,51-100
4516,0,1,Frozen Shrimp and Crab,0,FROZEN,170.0,170,120,50.0,INDONESIA,weekday,1,< 50
4517,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,160,120,40.0,THAILAND,weekday,1,< 50
4518,0,1,Frozen Shrimp and Crab,0,FROZEN,150.0,150,250,250.0,JAPAN,weekday,0,< 50
4519,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,370,240,80.0,THAILAND,weekday,1,101-200
4520,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,80,300,300.0,THAILAND,weekday,0,101-200
4521,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,80,300,300.0,VIET NAM,weekday,1,101-200
4522,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,270,380,80.0,MALAYSIA,weekday,1,101-200
4523,0,1,Frozen Shrimp and Crab,0,FROZEN,454.0,300,160,50.0,THAILAND,weekday,1,201-300
4524,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,100,200,200.0,VIET NAM,weekday,1,< 50
4530,0,1,Frozen Shrimp and Crab,0,FROZEN,2000.0,400,200,50.0,ARGENTINA,weekday,1,201-300
4531,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,250,250,50.0,EGYPT,weekday,1,201-300
4532,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,300,200,40.0,VIET NAM,weekday,0,101-200
4533,0,2,Frozen Shrimp and Crab,0,FROZEN,150.0,240,180,50.0,THAILAND,weekday,1,51-100
4534,0,1,Frozen Shrimp and Crab,0,FROZEN,450.0,240,180,150.0,THAILAND,weekday,1,101-200
4535,0,1,Frozen Shrimp and Crab,0,FROZEN,210.0,205,175,45.0,THAILAND,weekday,1,< 50
4539,0,2,Frozen Shrimp and Crab,0,FROZEN,240.0,200,145,28.0,THAILAND,weekday,0,51-100
4542,0,1,Frozen Shrimp and Crab,0,FROZEN,800.0,180,265,45.0,INDIA,weekday,1,101-200
4547,0,1,Frozen Shrimp and Crab,0,FROZEN,454.0,110,110,110.0,INDONESIA,weekday,0,101-200
4552,0,1,Frozen Shrimp and Crab,0,FROZEN,210.0,100,100,50.0,THAILAND,weekday,1,< 50
4553,0,1,Frozen Shrimp and Crab,0,FROZEN,400.0,100,200,50.0,CANADA,weekday,1,< 50
4554,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,180,130,30.0,AUSTRALIA,weekday,0,51-100
4556,0,1,Frozen Shrimp and Crab,0,FROZEN,520.0,52,197,242.0,VIETNAM,weekday,1,51-100
4583,0,3,Frozen Shrimp and Crab,0,FROZEN,520.0,320,210,30.0,VIETNAM,weekday,1,101-200
4624,0,1,Frozen Shrimp and Crab,0,FROZEN,520.0,300,200,40.0,VIETNAM,weekday,1,51-100
4893,0,1,Frozen Shrimp and Crab,0,FROZEN,750.0,290,180,70.0,CHINA,weekday,0,51-100
4894,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,100,120,30.0,JAPAN,weekday,0,< 50
4895,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,160,180,40.0,THAILAND,weekday,1,< 50
4896,0,6,Frozen Shrimp and Crab,0,FROZEN,500.0,180,280,30.0,INDONESIA,weekday,1,301-400
4900,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,180,280,30.0,INDONESIA,weekday,1,< 50
